page_id,name,urlslug,ID,ALIGN,EYE,HAIR,SEX,GSM,ALIVE,APPEARANCES,FIRST APPEARANCE,Year
1402,Laynia Petrovna (Earth-616),\/Laynia_Petrovna_(Earth-616),Secret Identity,Good Characters,Brown Eyes,Blond Hair,Female Characters,,Living Characters,84,Aug-76,1976
16587,Night Raven (Vigilante) (Earth-616),\/Night_Raven_(Vigilante)_(Earth-616),Secret Identity,Good Characters,Grey Eyes,Bald,Male Characters,,Living Characters,84,Mar-79,1979
40339,Kavita Rao (Earth-616),\/Kavita_Rao_(Earth-616),No Dual Identity,Good Characters,Brown Eyes,Black Hair,Female Characters,,Living Characters,84,Jul-04,2004
76341,Danielle Cage (Earth-616),\/Danielle_Cage_(Earth-616),No Dual Identity,Good Characters,Green Eyes,Black Hair,Female Characters,,Living Characters,84,Mar-06,2006
7997,Frederick Foswell (Earth-616),\/Frederick_Foswell_(Earth-616),Secret Identity,Neutral Characters,Blue Eyes,Brown Hair,Male Characters,,Deceased Characters,83,Mar-64,1964
2506,John Greycrow (Earth-616),\/John_Greycrow_(Earth-616),Secret Identity,Neutral Characters,Grey Eyes,Black Hair,Male Characters,,Living Characters,83,Oct-86,1986
50902,Michael Duffy (Earth-616),\/Michael_Duffy_(Earth-616),Public Identity,Good Characters,,Brown Hair,Male Characters,,Deceased Characters,82,Mar-41,1941
18259,Eric Koenig (Earth-616),\/Eric_Koenig_(Earth-616),No Dual Identity,Good Characters,Blue Eyes,Blond Hair,Male Characters,,Deceased Characters,82,Feb-66,1966
15203,Zheng Zu (Earth-616),\/Zheng_Zu_(Earth-616),Secret Identity,Bad Characters,Green Eyes,Black Hair,Male Characters,,Deceased Characters,82,Dec-73,1973
2555,Keniuchio Harada (Earth-616),\/Keniuchio_Harada_(Earth-616),Public Identity,Neutral Characters,Brown Eyes,Black Hair,Male Characters,,Deceased Characters,82,Jul-74,1974
1424,Irene Adler (Earth-616),\/Irene_Adler_(Earth-616),Secret Identity,Neutral Characters,White Eyes,Silver Hair,Female Characters,Bisexual Characters,Deceased Characters,82,Jan-81,1981
2109,Marrina Smallwood (Earth-616),\/Marrina_Smallwood_(Earth-616),Secret Identity,Good Characters,Black Eyes,Green Hair,Female Characters,,Living Characters,82,Aug-83,1983
1252,Fred Davis Jr. (Earth-616),\/Fred_Davis_Jr._(Earth-616),Secret Identity,Good Characters,Blue Eyes,White Hair,Male Characters,,Deceased Characters,81,Aug-45,1945
2294,Zelda DuBois (Earth-616),\/Zelda_DuBois_(Earth-616),Public Identity,Bad Characters,Green Eyes,Auburn Hair,Female Characters,,Living Characters,81,Mar-65,1965
1167,Beyonder (Earth-616),\/Beyonder_(Earth-616),Secret Identity,Neutral Characters,Variable Eyes,Variable Hair,Male Characters,,Living Characters,81,May-84,1984
15933,Roxanne Washington (Earth-616),\/Roxanne_Washington_(Earth-616),Secret Identity,,,,Female Characters,Homosexual Characters,Living Characters,81,Aug-05,2005
1628,Bonita Juarez (Earth-616),\/Bonita_Juarez_(Earth-616),Secret Identity,Good Characters,Brown Eyes,Black Hair,Female Characters,,Living Characters,80,Nov-81,1981
2632,Surtur (Earth-616),\/Surtur_(Earth-616),No Dual Identity,Bad Characters,Yellow Eyes,Red Hair,Male Characters,,Deceased Characters,79,Oct-63,1963
2615,Stranger (Cosmic Being) (Earth-616),\/Stranger_(Cosmic_Being)_(Earth-616),Secret Identity,Neutral Characters,White Eyes,White Hair,Male Characters,,Living Characters,79,May-65,1965
15200,Brandy Clark (Earth-616),\/Brandy_Clark_(Earth-616),Public Identity,Good Characters,,Brown Hair,Female Characters,,Living Characters,79,Dec-79,1979
